filename,width,height,class,xmin,ymin,xmax,ymax
img66.jpg,191,264,leaf,41,208,68,226
img66.jpg,191,264,leaf,15,3,43,12
img66.jpg,191,264,leaf,91,203,106,222
img63.jpg,262,192,leaf,55,81,158,173
img71.jpg,218,231,Fruit waste,11,4,195,222
img76.jpg,275,183,Fruit waste,61,14,212,175
img79.jpg,272,185,Fruit waste,32,2,155,182
img73.jpg,225,225,Fruit waste,61,41,166,165
img75.jpg,265,190,Fruit waste,48,38,194,140
img72.jpg,221,228,Fruit waste,20,23,194,205
img80.jpg,900,540,Fruit waste,535,87,721,380
img80.jpg,900,540,Fruit waste,89,95,388,404
img77.jpg,225,225,Fruit waste,72,44,154,180
img78.jpg,210,240,Fruit waste,17,1,186,230
img74.jpg,184,274,Fruit waste,1,1,184,261
img81.jpg,700,933,Fruit waste,99,222,614,732
img89.jpg,540,720,leaf,25,132,411,530
img87.jpg,1280,1059,leaf,444,90,808,967
img82.jpg,1128,1390,Fruit waste,143,184,954,1159
img83.jpg,626,417,Fruit waste,141,31,482,399
img84.jpg,1300,866,leaf,363,257,1105,705
img86.jpg,667,1000,leaf,131,169,596,776
img88.jpg,1300,866,leaf,362,258,1108,691
img90.jpg,2202,2232,leaf,126,401,2059,1704
img85.jpg,1300,1390,leaf,321,119,937,678
img91.jpg,222,227,leaf,3,14,218,194
img92.jpg,390,280,leaf,69,89,308,185
img100.jpg,0,0,leaf,242,39,414,406
img100.jpg,0,0,leaf,32,30,206,407
img99.jpg,260,782,leaf,20,6,182,720
img94.jpg,1300,1294,leaf,65,22,1279,1260
img98.jpg,512,222,leaf,8,34,410,181
img95.jpg,1300,917,leaf,99,67,1202,839
img97.jpg,1049,698,leaf,182,223,697,481
img93.jpg,1367,1300,leaf,469,256,794,837
img96.jpg,1300,988,leaf,65,18,1243,953
img101.jpg,1305,2515,leaf,216,173,1043,2049
img110.jpg,959,1280,leaf,112,45,832,753
img105.jpg,197,255,leaf,35,10,160,244
img107.jpg,275,183,leaf,7,5,203,136
img104.jpg,400,400,leaf,5,3,397,385
img106.jpg,275,183,leaf,135,37,215,116
img106.jpg,275,183,leaf,216,28,257,119
img103.jpg,0,0,leaf,30,39,832,622
img108.jpg,259,194,leaf,123,35,173,93
img108.jpg,259,194,leaf,122,94,171,143
img108.jpg,259,194,leaf,85,92,122,138
img108.jpg,259,194,leaf,90,34,123,92
img102.jpg,500,500,leaf,143,1,482,331
img109.jpg,194,259,leaf,8,39,189,214
img111.jpg,259,194,leaf,84,43,146,105
img111.jpg,259,194,leaf,145,58,190,132
img119.jpg,2592,1944,leaf,563,367,1984,1853
img115.jpg,290,174,leaf,29,85,109,113
img115.jpg,290,174,leaf,124,82,148,174
img115.jpg,290,174,leaf,150,63,193,152
img115.jpg,290,174,leaf,219,21,265,108
img115.jpg,290,174,leaf,60,31,131,82
img114.jpg,225,225,leaf,125,99,198,212
img114.jpg,225,225,leaf,131,1,215,99
img112.jpg,500,300,leaf,10,14,448,237
img117.jpg,275,183,leaf,50,3,187,168
img118.jpg,300,168,leaf,86,54,161,116
img118.jpg,300,168,leaf,194,51,256,109
img118.jpg,300,168,leaf,58,3,105,31
img118.jpg,300,168,leaf,78,117,157,168
img113.jpg,1300,866,leaf,50,88,1217,763
img116.jpg,570,737,leaf,102,33,465,705
img120.jpg,245,206,leaf,94,45,152,174
img120.jpg,245,206,leaf,153,65,238,198
img121.jpg,225,225,leaf,92,48,213,155
img121.jpg,225,225,leaf,91,157,215,218
img121.jpg,225,225,leaf,7,9,91,208
img124.jpg,1237,1077,leaf,130,46,1114,902
img129.jpg,275,183,leaf,31,30,255,135
img125.jpg,597,900,leaf,52,22,525,861
img123.jpg,1014,1200,leaf,120,4,877,1008
img127.jpg,275,183,leaf,154,6,270,80
img127.jpg,275,183,leaf,5,100,85,181
img127.jpg,275,183,leaf,129,119,266,180
img127.jpg,275,183,leaf,4,4,142,76
img126.jpg,225,225,leaf,35,12,190,209
img128.jpg,1000,1046,leaf,754,343,925,657
img128.jpg,1000,1046,leaf,276,382,397,636
img128.jpg,1000,1046,leaf,439,76,586,287
img128.jpg,1000,1046,leaf,627,40,715,318
img128.jpg,1000,1046,leaf,434,354,708,644
img128.jpg,1000,1046,leaf,746,696,926,927
img128.jpg,1000,1046,leaf,304,722,472,919
img128.jpg,1000,1046,leaf,534,698,689,942
img128.jpg,1000,1046,leaf,756,46,922,294
img128.jpg,1000,1046,leaf,66,26,419,318
img128.jpg,1000,1046,leaf,104,388,236,659
img128.jpg,1000,1046,leaf,98,705,242,923
img130.jpg,275,184,leaf,139,8,227,146
img130.jpg,275,184,leaf,49,13,130,134
img122.jpg,846,566,leaf,179,74,603,307
img131.jpg,577,577,leaf,69,31,552,546
img136.jpg,262,193,leaf,106,24,234,118
img139.jpg,275,183,leaf,129,86,263,173
img137.jpg,1024,768,leaf,33,78,959,723
img132.jpg,240,210,leaf,34,27,222,164
img140.jpg,640,468,leaf,33,80,603,386
img135.jpg,250,201,leaf,37,72,210,122
img133.jpg,259,194,leaf,5,42,200,135
img134.jpg,2347,2298,leaf,242,60,2127,2148
img138.jpg,259,194,leaf,16,1,238,184
img141.jpg,217,232,leaf,43,14,191,179
img142.jpg,259,194,leaf,26,47,213,150
img148.jpg,311,162,Fruit waste,56,1,279,162
img143.jpg,225,225,leaf,17,123,43,158
img143.jpg,225,225,leaf,179,122,209,159
img143.jpg,225,225,leaf,73,176,94,216
img143.jpg,225,225,leaf,121,178,156,214
img143.jpg,225,225,leaf,71,66,97,103
img143.jpg,225,225,leaf,181,63,214,104
img146.jpg,1920,1080,leaf,952,94,1155,383
img146.jpg,1920,1080,leaf,1061,386,1150,708
img146.jpg,1920,1080,leaf,1156,360,1243,724
img146.jpg,1920,1080,leaf,1244,341,1378,740
img149.jpg,480,320,leaf,221,14,381,195
img149.jpg,480,320,leaf,71,112,219,252
img149.jpg,480,320,leaf,220,219,387,304
img145.jpg,277,182,Fruit waste,1,23,260,181
img144.jpg,201,251,leaf,73,45,140,138
img147.jpg,282,178,Fruit waste,60,29,156,178
img150.jpg,274,184,Fruit waste,41,45,256,146
img151.jpg,311,162,Fruit waste,20,1,294,162
img156.jpg,206,244,leaf,24,3,179,193
img160.jpg,1000,1080,leaf,140,132,865,800
img158.jpg,280,180,Fruit waste,11,7,226,170
img153.jpg,1440,810,leaf,305,43,1328,794
img155.jpg,199,254,Fruit waste,24,26,179,227
img159.jpg,241,209,leaf,25,12,215,174
img152.jpg,1200,800,leaf,542,223,1083,623
img157.jpg,236,214,Fruit waste,22,16,217,196
img154.jpg,1300,1390,leaf,80,159,1249,1118
img161.jpg,512,384,paper,76,30,431,329
img166.jpg,512,384,paper,58,32,406,369
img162.jpg,512,384,paper,67,3,381,325
img169.jpg,512,384,paper,57,17,427,353
img163.jpg,512,384,paper,89,7,372,364
img165.jpg,512,384,paper,93,92,390,335
img164.jpg,512,384,paper,10,64,387,365
img168.jpg,512,384,paper,36,101,378,288
img170.jpg,512,384,paper,101,1,421,384
img167.jpg,512,384,paper,7,65,471,348
img171.jpg,512,384,paper,82,48,486,342
img176.jpg,512,384,paper,90,117,431,313
img177.jpg,512,384,paper,46,51,365,311
img174.jpg,512,384,paper,58,42,433,343
img178.jpg,512,384,paper,82,40,435,297
img180.jpg,512,384,paper,10,4,481,349
img172.jpg,512,384,paper,244,3,425,235
img175.jpg,512,384,paper,107,67,360,264
img179.jpg,512,384,paper,42,7,474,371
img173.jpg,512,384,paper,36,69,420,297
img181.jpg,512,384,paper,39,78,453,331
img186.jpg,512,384,paper,87,81,384,288
img182.jpg,512,384,paper,26,49,402,377
img190.jpg,512,384,paper,78,44,412,355
img187.jpg,512,384,paper,106,36,378,312
img185.jpg,512,384,paper,64,108,408,268
img184.jpg,512,384,paper,124,117,376,298
img183.jpg,512,384,paper,75,60,435,317
img188.jpg,512,384,paper,151,48,327,327
img189.jpg,512,384,paper,38,57,390,343
img191.jpg,512,384,paper,50,119,368,213
img196.jpg,512,384,paper,63,79,332,292
img198.jpg,512,384,paper,151,112,382,281
img194.jpg,512,384,paper,83,54,415,330
img197.jpg,512,384,paper,147,60,347,237
img200.jpg,512,384,paper,115,94,413,296
img193.jpg,512,384,paper,99,22,348,334
img199.jpg,512,384,paper,17,73,370,308
img192.jpg,512,384,paper,128,117,356,266
img195.jpg,512,384,paper,84,163,318,336
img201.jpg,275,183,paper,201,72,241,105
img201.jpg,275,183,paper,182,130,213,163
img201.jpg,275,183,paper,221,110,253,146
img201.jpg,275,183,paper,251,59,275,95
img201.jpg,275,183,paper,36,29,162,148
img208.jpg,262,192,paper,111,21,258,163
img206.jpg,275,183,paper,13,120,45,148
img206.jpg,275,183,paper,159,46,191,79
img206.jpg,275,183,paper,139,6,172,39
img209.jpg,248,203,paper,172,73,248,128
img207.jpg,248,203,paper,118,1,161,55
img207.jpg,248,203,paper,215,44,237,91
img202.jpg,262,193,paper,170,148,198,174
img202.jpg,262,193,paper,50,111,91,145
img202.jpg,262,193,paper,131,148,164,176
img202.jpg,262,193,paper,86,109,135,159
img202.jpg,262,193,paper,134,126,168,149
img202.jpg,262,193,paper,196,131,225,155
img202.jpg,262,193,paper,157,17,185,46
img202.jpg,262,193,paper,130,41,149,67
img202.jpg,262,193,paper,206,78,233,102
img202.jpg,262,193,paper,121,67,227,128
img202.jpg,262,193,paper,40,10,114,79
img205.jpg,275,183,paper,119,39,175,93
img205.jpg,275,183,paper,105,95,166,182
img205.jpg,275,183,paper,178,5,247,59
img205.jpg,275,183,paper,177,65,275,180
img204.jpg,262,192,paper,79,125,118,163
img204.jpg,262,192,paper,124,120,153,158
img204.jpg,262,192,paper,151,117,190,155
img204.jpg,262,192,paper,46,71,90,118
img204.jpg,262,192,paper,89,76,134,125
img204.jpg,262,192,paper,81,27,128,89
img204.jpg,262,192,paper,131,34,190,118
img204.jpg,262,192,paper,198,8,262,104
img203.jpg,265,190,paper,149,59,183,87
img203.jpg,265,190,paper,210,85,241,114
img203.jpg,265,190,paper,141,96,184,140
img203.jpg,265,190,paper,13,18,145,130
img210.jpg,288,175,paper,12,122,83,159
img210.jpg,288,175,paper,117,103,169,166
img210.jpg,288,175,paper,185,121,252,171
img210.jpg,288,175,paper,233,90,273,139
img210.jpg,288,175,paper,40,78,89,126
img211.jpg,276,183,paper,83,105,120,145
img211.jpg,276,183,paper,8,65,58,114
img211.jpg,276,183,paper,43,36,83,65
img219.jpg,192,262,paper,93,149,139,192
img219.jpg,192,262,paper,51,82,116,149
img219.jpg,192,262,paper,57,17,112,78
img216.jpg,275,183,paper,72,123,109,161
img216.jpg,275,183,paper,120,140,157,174
img216.jpg,275,183,paper,170,127,210,167
img216.jpg,275,183,paper,190,83,234,124
img216.jpg,275,183,paper,183,41,229,79
img216.jpg,275,183,paper,153,7,195,44
img216.jpg,275,183,paper,52,68,96,112
img216.jpg,275,183,paper,64,22,110,62
img216.jpg,275,183,paper,111,2,150,40
img218.jpg,275,183,paper,69,22,119,70
img218.jpg,275,183,paper,22,64,75,111
img218.jpg,275,183,paper,60,109,108,154
img218.jpg,275,183,plain paper,137,21,237,168
img212.jpg,275,183,paper,44,83,117,146
img217.jpg,275,183,paper,155,90,191,129
img217.jpg,275,183,paper,185,116,223,154
img217.jpg,275,183,paper,184,71,219,110
img217.jpg,275,183,paper,146,2,188,46
img217.jpg,275,183,paper,191,7,227,53
img217.jpg,275,183,paper,160,41,204,76
img217.jpg,275,183,paper,228,63,273,99
img217.jpg,275,183,paper,227,21,259,62
img214.jpg,275,183,paper,142,102,203,160
img214.jpg,275,183,paper,39,110,99,165
img214.jpg,275,183,paper,12,87,58,126
img220.jpg,275,183,paper,30,26,94,80
img213.jpg,262,193,paper,38,71,84,115
img213.jpg,262,193,paper,54,132,105,168
img213.jpg,262,193,paper,216,103,255,149
img215.jpg,275,183,paper,142,83,176,118
img215.jpg,275,183,paper,102,67,138,115
img215.jpg,275,183,paper,179,82,209,121
img215.jpg,275,183,paper,210,72,275,108
img221.jpg,196,257,paper,14,135,55,180
img221.jpg,196,257,paper,2,91,42,133
img221.jpg,196,257,paper,17,49,62,89
img221.jpg,196,257,paper,140,79,189,118
img221.jpg,196,257,paper,115,33,151,80
img221.jpg,196,257,paper,149,26,189,64
img230.jpg,263,192,paper,54,50,95,78
img230.jpg,263,192,paper,102,12,130,50
img230.jpg,263,192,paper,180,56,200,87
img226.jpg,260,194,paper,53,62,260,124
img223.jpg,220,229,paper,11,76,78,150
img229.jpg,275,183,paper,15,136,44,162
img229.jpg,275,183,paper,52,96,80,121
img229.jpg,275,183,paper,19,87,46,114
img229.jpg,275,183,paper,39,63,68,92
img229.jpg,275,183,paper,9,53,36,81
img229.jpg,275,183,paper,115,42,147,83
img229.jpg,275,183,paper,180,21,209,51
img229.jpg,275,183,paper,123,1,154,24
img227.jpg,225,225,paper,66,31,152,120
img225.jpg,275,183,paper,178,24,234,81
img225.jpg,275,183,paper,179,101,215,141
img225.jpg,275,183,paper,217,87,261,137
img225.jpg,275,183,plain paper,39,12,153,169
img228.jpg,275,183,paper,162,67,221,133
img228.jpg,275,183,paper,14,32,65,84
img228.jpg,275,183,paper,81,13,118,48
img228.jpg,275,183,paper,39,2,76,39
img224.jpg,275,183,paper,5,145,74,182
img224.jpg,275,183,paper,1,92,53,136
img224.jpg,275,183,paper,37,63,103,109
img224.jpg,275,183,paper,72,1,125,32
img224.jpg,275,183,paper,9,2,68,36
img224.jpg,275,183,plain paper,214,4,270,165
img222.jpg,275,183,paper,17,39,90,93
img222.jpg,275,183,paper,166,2,268,79
img222.jpg,275,183,plain paper,113,100,221,151
img231.jpg,275,183,paper,39,118,80,157
img231.jpg,275,183,paper,92,104,145,146
img238.jpg,275,183,paper,33,29,105,87
img238.jpg,275,183,paper,196,51,275,125
img238.jpg,275,183,paper,95,1,156,42
img238.jpg,275,183,paper,164,1,233,51
img238.jpg,275,183,plain paper,61,105,218,171
img239.jpg,262,192,paper,195,11,258,79
img239.jpg,262,192,paper,130,1,196,49
img239.jpg,262,192,plain paper,32,70,262,175
img233.jpg,260,194,paper,194,75,260,143
img233.jpg,260,194,paper,175,10,237,73
img233.jpg,260,194,paper,110,7,172,58
img233.jpg,260,194,paper,50,33,119,97
img233.jpg,260,194,plain paper,73,111,213,172
img236.jpg,183,275,paper,114,6,168,59
img236.jpg,183,275,paper,123,61,183,115
img236.jpg,183,275,plain paper,19,99,161,269
img237.jpg,264,191,paper,185,29,217,62
img237.jpg,264,191,paper,187,127,215,164
img237.jpg,264,191,paper,232,113,264,148
img237.jpg,264,191,plain paper,67,61,131,139
img241.jpg,512,384,paper,67,38,397,348
img232.jpg,275,183,paper,107,83,148,124
img232.jpg,275,183,paper,168,89,222,128
img234.jpg,265,190,paper,144,3,244,90
img234.jpg,265,190,paper,70,34,158,120
img235.jpg,275,183,paper,94,26,160,89
img235.jpg,275,183,paper,1,66,42,113
img235.jpg,275,183,paper,9,132,58,183
img235.jpg,275,183,paper,77,140,141,183
img242.jpg,500,331,Fruit waste,6,119,90,185
img242.jpg,500,331,Fruit waste,234,172,347,284
img242.jpg,500,331,Fruit waste,277,83,367,168
img242.jpg,500,331,Fruit waste,2,187,82,226
img248.jpg,1300,866,Fruit waste,443,127,1300,797
img250.jpg,1300,1146,Fruit waste,396,542,772,867
img250.jpg,1300,1146,Fruit waste,846,720,963,794
img245.jpg,1280,853,Fruit waste,135,131,263,229
img245.jpg,1280,853,Fruit waste,288,85,424,185
img245.jpg,1280,853,Fruit waste,530,151,576,204
img245.jpg,1280,853,Fruit waste,554,259,624,333
img245.jpg,1280,853,Fruit waste,663,93,764,167
img245.jpg,1280,853,Fruit waste,764,127,831,197
img245.jpg,1280,853,Fruit waste,1053,73,1159,165
img245.jpg,1280,853,Fruit waste,944,252,1120,369
img249.jpg,1300,878,Fruit waste,720,150,1015,417
img249.jpg,1300,878,Fruit waste,432,319,737,636
img243.jpg,500,334,Fruit waste,329,130,377,185
img243.jpg,500,334,Fruit waste,313,186,373,256
img243.jpg,500,334,Fruit waste,275,131,313,191
img243.jpg,500,334,Fruit waste,272,192,312,231
img243.jpg,500,334,Fruit waste,378,129,419,208
img251.jpg,1300,866,Fruit waste,775,680,924,774
img251.jpg,1300,866,Fruit waste,624,679,771,792
img251.jpg,1300,866,Fruit waste,471,720,610,809
img251.jpg,1300,866,Fruit waste,546,622,679,698
img251.jpg,1300,866,Fruit waste,164,696,316,797
img251.jpg,1300,866,Fruit waste,15,618,149,726
img251.jpg,1300,866,Fruit waste,300,642,433,731
img251.jpg,1300,866,Fruit waste,213,621,324,697
img251.jpg,1300,866,Fruit waste,503,621,551,690
img244.jpg,500,334,Fruit waste,142,201,245,266
img244.jpg,500,334,Fruit waste,66,122,262,200
img246.jpg,1300,867,Fruit waste,90,11,567,481
img247.jpg,1300,702,Fruit waste,56,347,290,650
img247.jpg,1300,702,Fruit waste,333,470,547,659
img247.jpg,1300,702,Fruit waste,358,339,544,464
img247.jpg,1300,702,Fruit waste,688,370,869,547
img247.jpg,1300,702,Fruit waste,870,380,928,445
img247.jpg,1300,702,Fruit waste,877,478,960,574
img247.jpg,1300,702,Fruit waste,197,18,494,331
img247.jpg,1300,702,Fruit waste,498,256,667,371
img247.jpg,1300,702,Fruit waste,679,222,771,301
img247.jpg,1300,702,Fruit waste,774,240,878,321
img247.jpg,1300,702,Fruit waste,550,185,727,255
img247.jpg,1300,702,Fruit waste,537,89,622,140
img247.jpg,1300,702,Fruit waste,578,135,654,184
img247.jpg,1300,702,Fruit waste,126,267,180,319
img247.jpg,1300,702,Fruit waste,719,312,810,351
img252.jpg,1300,866,Fruit waste,778,192,1032,443
img252.jpg,1300,866,Fruit waste,238,153,488,416
img252.jpg,1300,866,Fruit waste,4,192,236,456
img252.jpg,1300,866,Fruit waste,502,271,766,457
img252.jpg,1300,866,Fruit waste,472,30,730,267
img252.jpg,1300,866,Fruit waste,969,72,1246,327
img252.jpg,1300,866,Fruit waste,1049,329,1300,526
img252.jpg,1300,866,Fruit waste,138,1,406,148
img252.jpg,1300,866,Fruit waste,4,7,146,192
img257.jpg,500,690,Fruit waste,68,49,242,287
img257.jpg,500,690,Fruit waste,252,117,491,313
img261.jpg,866,1390,Fruit waste,88,935,438,1200
img261.jpg,866,1390,Fruit waste,4,632,406,910
img253.jpg,1300,866,Fruit waste,677,605,988,729
img253.jpg,1300,866,Fruit waste,361,486,675,795
img253.jpg,1300,866,Fruit waste,59,310,364,762
img258.jpg,1300,932,Fruit waste,456,305,727,501
img258.jpg,1300,932,Fruit waste,134,64,386,321
img258.jpg,1300,932,Fruit waste,950,166,1132,347
img255.jpg,450,320,Fruit waste,233,211,297,257
img255.jpg,450,320,Fruit waste,284,155,329,226
img259.jpg,600,420,Fruit waste,276,257,370,355
img259.jpg,600,420,Fruit waste,372,249,474,352
img259.jpg,600,420,Fruit waste,260,65,366,185
img259.jpg,600,420,Fruit waste,370,67,460,176
img259.jpg,600,420,Fruit waste,290,211,371,257
img259.jpg,600,420,Fruit waste,373,194,464,247
img260.jpg,1200,800,Fruit waste,442,340,604,569
img260.jpg,1200,800,Fruit waste,607,269,769,580
img260.jpg,1200,800,Fruit waste,441,262,604,338
img256.jpg,626,417,Fruit waste,384,298,481,370
img256.jpg,626,417,Fruit waste,429,209,518,318
img254.jpg,866,1300,Fruit waste,183,738,688,1180
img254.jpg,866,1300,Fruit waste,159,226,693,729
img262.jpg,866,1390,Fruit waste,81,618,456,1019
img267.jpg,1600,1164,Fruit waste,402,34,797,518
img267.jpg,1600,1164,Fruit waste,804,173,1055,571
img267.jpg,1600,1164,Fruit waste,173,543,653,992
img268.jpg,1067,1700,Fruit waste,3,1063,152,1264
img266.jpg,1300,956,Fruit waste,161,236,531,606
img266.jpg,1300,956,Fruit waste,829,242,1194,615
img270.jpg,1300,956,Fruit waste,408,367,1006,729
img264.jpg,1300,956,Fruit waste,329,415,502,657
img264.jpg,1300,956,Fruit waste,508,395,830,661
img264.jpg,1300,956,Fruit waste,160,171,322,535
img264.jpg,1300,956,Fruit waste,326,155,502,418
img264.jpg,1300,956,Fruit waste,504,190,658,391
img269.jpg,1472,1800,Fruit waste,766,761,1314,982
img271.jpg,1300,1065,Fruit waste,98,78,453,510
img271.jpg,1300,1065,Fruit waste,451,264,711,615
img271.jpg,1300,1065,Fruit waste,713,225,891,542
img271.jpg,1300,1065,Fruit waste,889,257,1233,496
img271.jpg,1300,1065,Fruit waste,345,618,740,860
img263.jpg,1300,991,Fruit waste,839,422,1154,698
img263.jpg,1300,991,Fruit waste,304,363,492,615
img263.jpg,1300,991,Fruit waste,499,350,678,629
img263.jpg,1300,991,Fruit waste,683,327,834,671
img265.jpg,1300,888,Fruit waste,529,98,1252,490
img265.jpg,1300,888,Fruit waste,9,4,528,333
img265.jpg,1300,888,Fruit waste,580,495,1095,658
img272.jpg,1300,1065,Fruit waste,70,259,410,497
img272.jpg,1300,1065,Fruit waste,413,215,710,543
img272.jpg,1300,1065,Fruit waste,845,78,1200,511
img272.jpg,1300,1065,Fruit waste,556,542,960,864
img272.jpg,1300,1065,Fruit waste,715,260,847,541
img281.jpg,262,193,Fruit waste,36,31,86,84
img281.jpg,262,193,Fruit waste,34,85,87,133
img281.jpg,262,193,Fruit waste,88,23,157,90
img281.jpg,262,193,Fruit waste,112,92,169,142
img281.jpg,262,193,Fruit waste,160,49,215,113
img275.jpg,275,183,Fruit waste,116,129,210,158
img275.jpg,275,183,Fruit waste,85,139,149,166
img275.jpg,275,183,Fruit waste,13,63,122,161
img276.jpg,228,221,Fruit waste,10,20,218,200
img277.jpg,183,275,Fruit waste,51,203,108,246
img277.jpg,183,275,Fruit waste,82,155,164,204
img277.jpg,183,275,Fruit waste,20,147,81,220
img277.jpg,183,275,Fruit waste,63,100,115,144
img277.jpg,183,275,Fruit waste,9,75,61,148
img277.jpg,183,275,Fruit waste,128,81,183,148
img280.jpg,301,167,Fruit waste,163,47,231,138
img280.jpg,301,167,Fruit waste,231,92,278,127
img280.jpg,301,167,Fruit waste,65,73,121,123
img280.jpg,301,167,Fruit waste,21,106,105,136
img280.jpg,301,167,Fruit waste,121,27,162,87
img280.jpg,301,167,Fruit waste,2,70,66,106
img280.jpg,301,167,Fruit waste,73,26,121,74
img280.jpg,301,167,Fruit waste,162,18,216,48
img280.jpg,301,167,Fruit waste,230,76,253,92
img280.jpg,301,167,Fruit waste,278,93,301,109
img274.jpg,275,183,Fruit waste,25,99,90,157
img274.jpg,275,183,Fruit waste,91,100,144,160
img274.jpg,275,183,Fruit waste,144,146,212,170
img274.jpg,275,183,Fruit waste,162,80,240,147
img274.jpg,275,183,Fruit waste,213,148,237,162
img274.jpg,275,183,Fruit waste,37,8,87,48
img274.jpg,275,183,Fruit waste,132,1,177,27
img274.jpg,275,183,Fruit waste,2,8,37,47
img273.jpg,275,183,Fruit waste,135,115,217,172
img273.jpg,275,183,Fruit waste,1,142,39,175
img273.jpg,275,183,Fruit waste,39,155,135,174
img273.jpg,275,183,Fruit waste,218,130,264,163
img278.jpg,318,159,Fruit waste,209,25,250,66
img278.jpg,318,159,Fruit waste,286,27,318,77
